10	[E11:attacker] CozyDuke [E12:attacker] (also known as ‘CozyBear’, ‘CozyCar’ and ‘Office Monkeys’) targets [E21:industry] government [E22:industry] organisations and businesses in the US, Germany, South Korea and Uzbekistan.	1	attack
11	We attribute this campaign to the Chinese-speaking threat actor [E11:attacker] LuckyMouse [E12:attacker] (aka EmissaryPanda and [E21:attacker] APT27 [E22:attacker]) because of the tools and tactics used in the campaign, because the C2 domain, update.iaacstudio[.]com, was previously used by this group and because they have previously targeted government organizations, including those in Central Asia.	4	same
12	The analysis of the Fysbis Trojan samples revealed that the threat actor also used previously unknown C&C servers. 2016 – Linux Remaiten malware and Thingbot Researchers from security firm ESET was actively monitoring malicious codes that target IoT devices when discovered a new threat dubbed [E11:malware] KTN-RM [E12:malware] or [E21:malware] Remaiten [E22:malware].	5	similar
13	It is not impossible that the developers of Red October, who must have been aware of the large number of infections caused by [E11:malware] Agent.btz [E12:malware] and of the fact that the worm had infected US [E21:industry] military [E22:industry] networks, simply tried to take advantage of other people’s work to collect additional data.	1	attack
14	After their decryption, [E11:malware] Daserf [E12:malware] will connect to its [E21:tool] C&C [E22:tool] and await further commands.	2	use
15	Contact: intelreports@kaspersky.com The [E21:malware] Epic [E22:malware] [E11:attacker] Turla [E12:attacker] attacks The attacks in this campaign fall into several different categories depending on the vector used in the initial compromise: Spearphishing e-mails with Adobe PDF exploits (CVE-2013-3346 + CVE-2013-5065) Social engineering to trick the user into running malware installers with “.SCR” extension, sometimes packed with RAR Watering hole attacks using Java exploits (CVE-2012-1723), Flash exploits (unknown) or Internet Explorer 6,7,8 exploits (unknown) Watering hole attacks that rely on social engineering to trick the user into running fake “Flash Player” malware installers The attackers use both direct spearphishing and watering hole attacks to infect their victims.	2	use
16	Unlike the Nov. 26 campaign, these attacks targeted [E21:location] Taiwanese [E22:location] [E11:industry] governmental [E12:industry] and media and entertainment organizations.	3	from
17	The attacks have been conducted from 2012 until the present, against [E21:location] Emirati [E22:location] [E11:industry] journalists [E12:industry], activists, and dissidents.	3	from
18	Figure 9 Infrastructure associated with [E11:malware] Emissary [E12:malware] Trojan Conclusion APT threat actors, most likely nation state-sponsored, targeted a diplomat in the [E21:location] French [E22:location] Ministry of Foreign Affairs with a seemingly legitimate invitation to a technology conference in Taiwan.	1	attack
19	[E11:attacker] FIN7 [E12:attacker] is a threat actor group that is financially motivated with targets in the [E21:industry] restaurant [E22:industry], services and financial sectors.	1	attack
20	Lateral Movement, Maintain Presence, and Complete Mission [E11:attacker] APT39 [E12:attacker] facilitates lateral movement through myriad tools such as Remote Desktop Protocol (RDP), Secure Shell (SSH), [E21:tool] PsExec [E22:tool], RemCom, and xCmdSvc.	2	use
21	A group of malware experts from security companies Kaspersky Lab, CrowdStrike, Dell SecureWorks and the Honeynet Project, have worked together to disable the second version of the [E11:malware] Kelihos [E12:malware] [E21:technique] botnet [E22:technique], which is significantly bigger than the one shut down by Microsoft and its partners. (adsbygoogle = window.adsbygoogle || []).push({}); Kelihos is used to send spam, carry out DDoS attacks, and steal online currency such as bitcoin wallets.	2	use
22	Once this was done, the phishing e-mail dropped a new variant of [E21:technique] Backdoor [E22:technique] malware, dubbed "[E11:malware] PowerDuke [E12:malware]," giving attackers remote access to the compromised systems.	2	use
23	0358 A recent [E21:location] US [E22:location] [E11:industry] Government [E12:industry] Technical Alert (TA) issued by the Department of Homeland Security (DHS) and the Federal Bureau of Investigation (FBI), singles out a hacking group believed to be associated with the North Korean government and allegedly responsible for hacks of media, aerospace, financial, and critical infrastructure sectors.	3	from
24	Here is an overview of this activity: A public blog published by the Electronic Frontier Foundation indicated that [E21:industry] journalists [E22:industry], activists, dissidents, and bloggers were targeted in 2013 by malware and tactics consistent with [E11:attacker] APT32 [E12:attacker] operations.	1	attack
25	The [E11:attacker] Naikon [E12:attacker] attackers attempted to exfiltrate sensitive [E21:industry] geo-politica [E22:industry]l, military, and economic data; to intercept communications and to maintain surveillance on their victims throughout the MsnMM campaigns.	1	attack
26	[E11:malware] Psylo [E12:malware] is similar to [E21:malware] FakeM [E22:malware] in that they are both shellcode-based, and they have similar configurations and C2 communication channels.	5	similar
27	Access to the Dot-Bit domains was limited to those using a very particular [E21:technique] proxy [E22:technique] setting, which [E11:malware] Necurs [E12:malware] had configured .	2	use
28	CNN sent a team of reporters to China to approach the suspected headquarters of [E11:attacker] APT1 [E12:attacker] in [E21:location] Shanghai [E22:location] right after the publication.	3	from
29	The experts at Kaspersky Lab also highlighted that while the old style [E11:malware] MiniDuke [E12:malware] campaign mainly targeted [E21:industry] government [E22:industry] entities, the new wave of attacks based on CosmicDuke also hit diplomatic organizations, the energy sector, telecom operators, military contractors, and individuals involved in the traffic and selling of illegal and controlled substances like steroids and hormones. “It’s a bit unexpected – normally, when we hear about APTs, we tend to think they are nation-state backed cyber espionage campaigns.	1	attack
30	Based on that research and this observation, we postulate that the [E11:attacker] OilRig [E12:attacker] group gathered credentials to a legitimate user’s OWA account and logged into the user’s account to send [E21:technique] phishing [E22:technique] attacks to other individuals within the same, targeted organization.	2	use
31	TEMP.Periscope used the same infrastructure for a range of activity against other more traditional targets, including the defense industrial base in the United States and a [E11:industry] chemical [E12:industry] company based in [E21:location] Europe [E22:location].	3	from
32	Starting in May 2018, [E11:malware] Zebrocy [E12:malware] spearphished Central Asian [E21:industry] government [E22:industry] related targets directly with this new Go downloader.	1	attack
33	But according to a report published in February by security firm Malwarebytes, the [E11:malware] AuthedMine [E12:malware] code is “barely used” compared to the use of [E21:malware] Coinhive [E22:malware]’s mining code that does not seek permission from Web site visitors.	5	similar
34	So far, victims of [E11:malware] Regin [E12:malware] were identified in 14 countries: Algeria [E21:location] Afghanistan [E22:location] Belgium Brazil Fiji Germany Iran India Indonesia Kiribati Malaysia Pakistan Russia Syria In total, we counted 27 different victims, although it should be pointed out that the definition of a victim here refers to a full entity, including their entire network.	1	attack
35	This includes the use of tasking files, LOKI2 for covert channel communications, and promiscuous [E21:technique] sniffers [E22:technique] – all of which made it into the modern [E11:malware] Penquin [E12:malware] Turla variants.	2	use
36	These actors, as well as alleged Russian state-sponsored groups Energetic Bear and [E11:attacker] Turla [E12:attacker], regularly exploit multiple products in the Microsoft family ([E21:tool] Office [E22:tool], Internet Explorer, and Windows).	2	use
37	We assess this activity was carried out by a suspected Iranian cyber espionage threat group, whom we refer to as [E11:attacker] APT34 [E12:attacker], using a custom PowerShell [E21:technique] backdoor [E22:technique] to achieve its objectives.	2	use
38	Figure 4: Example Email Generated by the ALFA Shell with Default Values Domain [E21:technique] Masquerading [E22:technique] [E11:attacker] APT33 [E12:attacker] registered multiple domains that masquerade as Saudi Arabian aviation companies and Western organizations that together have partnerships to provide training, maintenance and support for Saudi’s military and commercial fleet.	2	use
39	[E11:attacker] ScarCruft [E12:attacker] is a relatively new APT group; victims have been observed in several countries, including [E21:location] Russia [E22:location], Nepal, South Korea, China, India, Kuwait and Romania.	1	attack
40	Although their functionalities were different, the original [E11:malware] Duqu [E12:malware] worm had many similarities with the [E21:malware] Stuxnet [E22:malware] worm used to sabotage the Iranian nuclear development program,” explained malware researchers at Symantec that analyzed the malware.	5	similar
41	This week he looks at the latest findings by ESET researchers on the Turla group who have been a using an Outlook backdoor to spy on [E11:industry] government [E12:industry] institutions in [E21:location] Europe [E22:location].	3	from
42	This activity was driven by [E21:location] Asian [E22:location] actors such as ShaggyPanther, Sidewinder, CardinalLizard, TropicTrooper, [E11:attacker] DroppingElephant [E12:attacker], Rancor, Tick group, NineBlog, Flyfox and CactusPete – all of them active in the region throughout the year.	3	from
43	The contents of these documents suggest that the main interests of threat actor likely included the organizations in the following industries, located in Taiwan: Telecommunication Defense Government High Tech The most recent attacks, in November 2017, likely targeted organizations in the following industries, located in South Korea: Aerospace Defense Additionally, while researching this campaign, we identified historical attacks that appear to target the [E21:location] Taiwan [E22:location] [E11:industry] government [E12:industry], an IT service vendor based in Asia, and a journalist of a Tibetan radio station.	3	from
44	In all cases the payload delivered by the C2 server is a loader [E11:malware] Trojan [E12:malware] (SHA256: 3bb47f37e16d09a7b9ba718d93cfe4d5ebbaecd254486d5192057c77c4a25363) that installs a variant of [E21:malware] Seduploader [E22:malware] (SHA256: 4cbb0e3601242732d3ea7c89b4c0fd1074fae4a6d20e5f3afc3bc153b6968d6e), which uses a C2 server of akamaisoftupdate[.]com.	5	similar
45	Another report discussed a new technique utilizing highly targeted watering holes to target [E11:industry] financial [E12:industry] entities in Ukraine and [E21:location] Russia [E22:location] with Buhtrap.	3	from
46	In April 2015, we reported the appearance of a new member of a growing ‘[E11:malware] Duke [E12:malware]’ family that already includes MiniDuke, [E21:malware] CosmicDuke [E22:malware] and OnionDuke.	5	similar
47	[E11:attacker] ScarCruft [E12:attacker] is a relatively new APT group; victims have been observed in several countries, including Russia, Nepal, South Korea, China, India, [E21:location] Kuwait [E22:location] and Romania.	1	attack
48	Three primary targets all have political or military value to the [E21:location] Russian [E22:location] [E11:industry] government [E12:industry].	3	from
49	[E11:attacker] Sednit [E12:attacker] used [E21:malware] DealersChoice [E22:malware] intensively in late 2016, but the platform was not seen for a long time after that.	2	use
50	0023 In this blog, we will take a closer look at the powerful, versatile backdoor known as [E11:malware] CARBANAK [E12:malware] (aka [E21:malware] Anunak [E22:malware]).	5	similar
51	NotPetya has previously been linked to the [E21:location] Russian [E22:location] hacking group known as [E11:attacker] BlackEnergy [E12:attacker] and Sandworm Team, but since Bad Rabbit is primarily targeting Russia as well, not everyone seems convinced with the above assumptions.	3	from
52	FireEye iSIGHT Intelligence believes that [E11:attacker] APT37 [E12:attacker] is aligned with the activity publicly reported as [E21:attacker] Scarcruft [E22:attacker] and Group123.	5	similar
53	For example, the MsnMM [E21:technique] backdoors [E22:technique] started out with internal names like “[E11:malware] WinMM [E12:malware]” and “SslMM”, and their file naming spoofed MSN Talk and Msn Gaming Zone.	2	use
54	We believe both attacks used the same infrastructure as a reported campaign by Chinese threat actor [E11:attacker] TEMP.Periscope [E12:attacker] (also known as Leviathan), which targeted [E21:location] Cambodian [E22:location] entities in the run-up to their July 2018 elections.	1	attack
55	According to our telemetry, [E11:attacker] Danti [E12:attacker] has also been actively hitting targets in [E21:location] Kazakhstan [E22:location], Kyrgyzstan, Uzbekistan, Myanmar, Nepal and the Philippines.	1	attack
56	We also found some watering-hole attacks, including one on a web site belonging to a prominent member of the Japanese government #Hellsing group found itself on the receiving end of a [E21:technique] spear-phishing [E22:technique] attack by #[E11:attacker] Naikon [E12:attacker] & strike back #KLReportTweet The group behind the Turla cyber-espionage campaign has been active for more than eight years now (our initial report, follow-up analysis and campaign overview can be found on securelist.com), infecting hundreds of computers in more than 45 countries.	2	use
57	Dubbed LoJax, the research team has shown that the [E11:attacker] Sednit [E12:attacker] operators used different components of the LoJax malware. to target a few [E21:industry] government [E22:industry] organizations in the Balkans as well as in Central and Eastern Europe.	1	attack
58	The use of [E21:tool] Notepad++ [E22:tool] updater (filename “gup.exe”) to load malicious DLL (libcurl.dll) in the deployment of the [E11:attacker] APT10 [E12:attacker] backdoor, UPPERCUT.	2	use
59	And much of the malware being deployed by [E11:attacker] Sofacy [E12:attacker] is quickly changed from C/C++ to [E21:tool] .Net [E22:tool] to powershell.	2	use
60	[E11:malware] IRONHALO [E12:malware] Downloader Following the exploitation of the [E21:vulnerability] EPS [E22:vulnerability] and CVE-2015-1701 vulnerabilities, the exploit payload drops either a 32-bit or 64-bit binary containing an embedded IRONHALO malware sample.	2	use
61	[E11:attacker] Turla [E12:attacker] is a prolific Russian-speaking group known for its covert exfiltration tactics such as the use of hijacked satellite connections, [E21:technique] waterholing [E22:technique] of government websites, covert channel backdoors, rootkits, and deception tactics.	2	use
62	Greenbug hackers used the [E11:malware] Ismdoor [E12:malware] remote access Trojan (RAT) and other tools in attacks against [E21:industry] organizations [E22:industry] in the Middle East.	1	attack
63	Figure 3: Central Research Institute of Chemistry and Mechanics (CNIIHM) (Google Maps) CNIIHM Likely Possesses Necessary Institutional Knowledge and Personnel to Create [E21:malware] TRITON [E22:malware] and Support [E11:attacker] TEMP.Veles [E12:attacker] Operations While we know that TEMP.Veles deployed the TRITON attack framework, we do not have specific evidence to prove that CNIIHM did (or did not) develop the tool.	2	use
64	On August 30, 2018, APT10 deployed their first modified version of [E11:malware] Trochilus [E12:malware] that had its [E21:technique] C2 [E22:technique] communications encrypted using Salsa20 and RC4 ciphers instead of the more common RC4-encrypted Trochilus variant seen in the wild.	2	use
65	The experts at Kaspersky Lab also highlighted that while the old style MiniDuke campaign mainly targeted government entities, the new wave of attacks based on [E11:malware] CosmicDuke [E12:malware] also hit diplomatic organizations, the [E21:industry] energy [E22:industry] sector, telecom operators, military contractors, and individuals involved in the traffic and selling of illegal and controlled substances like steroids and hormones. “It’s a bit unexpected – normally, when we hear about APTs, we tend to think they are nation-state backed cyber espionage campaigns.	1	attack
66	The name “[E11:malware] Carbanak [E12:malware]” was coined by Kaspersky in this report – the malware authors refer to the [E21:technique] backdoor [E22:technique] as Anunak.	2	use
67	In addition to [E21:malware] AIRBREAK [E22:malware], the scsnewstoday C2 server reportedly hosted other malware and logs relating to [E11:attacker] TEMP.Periscope [E12:attacker] malicious activity that targeted Cambodian entities in the run-up to the country’s elections.	2	use
68	0207 [E11:malware] Kelihos [E12:malware] [E21:technique] Botnet [E22:technique] with 110,000 PCs take down finally Botnets are particularly insidious, using thousands of virus-infected computers which their owners are unaware are being used for sending out spam, launching denial-of-service attacks and stealing data.But taking down a botnet poses challenges.	2	use
69	A noteworthy example is [E11:attacker] LuckyMouse [E12:attacker] (also known as [E21:attacker] APT27 [E22:attacker] and Emissary Panda), which abused ISPs in Asia for waterhole attacks on high profile websites.	4	same
70	Kaspersky Lab has observed signs of attacks against government organizations and [E11:industry] commercial [E12:industry] entities in the [E21:location] US [E22:location], Germany, South Korea and Uzbekistan.	3	from
71	Key findings on the [E11:malware] NetTraveler [E12:malware] attacks: The highest number of infections was located in [E21:location] Mongolia [E22:location], followed by India and Russia.	1	attack
72	Although these points do not definitively tie [E21:malware] WATERSPOUT [E22:malware] to [E11:attacker] APT12 [E12:attacker], they do indicate a possible connection between the WATERSPOUT campaign, the THREEBYTE campaign, and the HIGHTIDE campaign attributed to APT12.	2	use
73	The Equation Group also had access to [E21:vulnerability] zero-days [E22:vulnerability] before they were used by operators behind [E11:malware] Stuxnet [E12:malware] and Flame campaigns.	2	use
74	0656 [E11:malware] FinSpy [E12:malware]—the infamous surveillance malware is back and infecting high-profile targets using a new Adobe Flash [E21:vulnerability] zero-day [E22:vulnerability] exploit delivered through Microsoft Office documents.	2	use
75	[E11:attacker] APT10 [E12:attacker] was especially active against [E21:location] Japanese [E22:location] victims, with new iterations of its malware, as was OceanLotus, which actively deployed watering holes targeting high-profile victims in South Asia with a new custom stager.	1	attack
76	We believe that the Ke3chang attackers are operating out of China and have been active since at least 2010,"The cyber espionage campaign named as “Operation [E11:attacker] Ke3chang [E12:attacker]” and if the victim will download & open the malware file which disguised itself as files detailing a possible intervention in [E21:location] Syria [E22:location] (US_military_options_in_Syria.pdf.zip), it gets installed on the victim's computer with a backdoor.	1	attack
77	The NetTraveler builder icon Known targets of [E11:malware] NetTraveler [E12:malware] (also known as [E21:malware] Travnet [E22:malware] or Netfile) include Tibetan/Uyghur activists, oil industry companies, scientific research centers and institutes, universities, private companies, governments and governmental institutions, embassies and military contractors: The NetTraveler victims map The following map lists the victim profiles by industry: Note: this chart does not include the victims that couldnt be identified.	5	similar
78	This common manufacturing approach is efficient, effective, and profitable.Now it appears cyber attack groups in the world’s largest manufacturing country are using a similar approach to infiltrate targeted networks and compromise data – collaborating for increased efficiency and effectiveness.FireEye Labs have published a report – Operation Quantum Entanglement – that details two attack campaigns by different groups in separate regions of China, apparently operating in parallel.The first group, named [E11:attacker] Moafee [E12:attacker], appears to operate from the [E21:location] Guandong [E22:location] Province.	3	from
79	The [E11:attacker] Sednit [E12:attacker] gang, also known sometimes as [E21:attacker] APT28 [E22:attacker], Fancy Bear, Pawn Storm or Sofacy, are highly experienced.	4	same
80	Codenamed [E11:attacker] Sowbug [E12:attacker], the hacking group has been exposed by Symantec security researchers, who spotted the group conducting clandestine attacks against foreign policy institutions, government bodies and diplomatic targets in countries, including Argentina, [E21:location] Brazil [E22:location], Ecuador, Peru and Malaysia.	1	attack
81	The recent high-profile data breach at [E21:industry] WADA [E22:industry] has also been attributed to [E11:attacker] Sednit [E12:attacker].	1	attack
82	This advanced [E21:technique] exfiltration [E22:technique] technique is classic [E11:attacker] Turla [E12:attacker] and cemented the belief that the Agent.BTZ actor and Turla were one and the same.	2	use
83	Naikon’s earliest campaigns deployed the exe_exchange, [E11:malware] winMM [E12:malware], and sys10 [E21:technique] backdoors [E22:technique], and the codebase was later built out into more custom tools.	2	use
84	Many of these compromises are in line with [E11:attacker] TEMP.Periscope [E12:attacker]’s previous activity targeting [E21:industry] maritime [E22:industry] and defense industries.	1	attack
85	Encrypted configuration for [E11:attacker] Metel [E12:attacker] malware plugins Our investigations revealed that the attackers drove around several cities in Russia, stealing money from ATMs belonging to different [E21:industry] banks [E22:industry].	1	attack
86	In fact, systems targeted by [E21:malware] LoJax [E22:malware] usually also showed signs of these three examples of [E11:attacker] Sednit [E12:attacker] malware: These facts allow us to attribute LoJax with high confidence to the Sednit group.	2	use
87	[E11:attacker] LuckyMouse [E12:attacker], the second [E21:location] Chinese-speaking [E22:location] group from this list, was very active all year.	3	from
88	Just in June 2014 they compromised [E11:industry] government [E12:industry] websites in [E21:location] Poland [E22:location] and in September 2014 the website for Power Exchange in Poland, www.irgit.pl, by inserting a malicious iframe pointing to an exploit server at yovtube[dot]co and defenceiq[dot]us.	3	from
89	[E11:attacker] APT32 [E12:attacker] actors continue to deliver the malicious attachments via [E21:technique] spear-phishing [E22:technique] emails.	2	use
90	The contents of these documents suggest that the main interests of threat actor likely included the organizations in the following industries, located in [E21:location] Taiwan [E22:location]: Telecommunication [E11:industry] Defense [E12:industry] Government High Tech The most recent attacks, in November 2017, likely targeted organizations in the following industries, located in South Korea: Aerospace Defense Additionally, while researching this campaign, we identified historical attacks that appear to target the Taiwan government, an IT service vendor based in Asia, and a journalist of a Tibetan radio station.	3	from
91	Furthermore, iSIGHT's own sources indicate that BlackEnergy 3 malware was deployed on at least one of the Ukrainian [E21:industry] power [E22:industry] systems affected by [E11:malware] KillDisk [E12:malware]. iSIGHT Partners is still collecting information on the mechanics of the power outage and what role the KillDisk malware played in the greater event.	1	attack
92	[E11:attacker] APT30 [E12:attacker] uses three pieces of malware [SHIPSHAPE, SPACESHIP, [E21:malware] FLASHFLOOD [E22:malware]] that are believed to have been designed to propagate to removable drives with the intent of eventually infecting and stealing data from computers located on air-gapped networks.	2	use
93	[E11:attacker] Slingshot [E12:attacker]: a route[r] into the network One of the presentations at this year’s Kaspersky Security Analyst Summit was a report on a sophisticated cyber-espionage platform that has targeted victims in the Middle East and [E21:location] Africa [E22:location] since 2012.	1	attack
94	Conclusions The [E11:attacker] Hellsing [E12:attacker] APT group is currently active in the APAC region, hitting targets mainly in the South China Sea area, with a focus on Malaysia, the Philippines and [E21:location] Indonesia [E22:location].	1	attack
95	The attack leveraged malware we called ‘[E11:malware] BlackLambert [E12:malware]’, which was used to target a high profile organization in [E21:location] Europe [E22:location].	1	attack
96	[E11:malware] Elise [E12:malware] is a relatively sophisticated tool, including variants with the ability to evade detection in virtual environments, connect to [E21:technique] command-and-control [E22:technique] servers for additional instruction, and exfiltrate data.	2	use
97	[E11:attacker] Lazarus [E12:attacker] uncovered In February 2016 a group of hackers (unidentified at that time) attempted to steal $851 million – and succeeded in transferring $81 million from the Central [E21:industry] Bank [E22:industry] of Bangladesh – in what is considered to be the largest and most successful cyber-heist ever.	1	attack
98	[E11:malware] LNK_PRESHIN.JTT [E12:malware] downloads another malware, [E21:malware] TROJ_PRESHIN.JTT [E22:malware], which is another PowerShell scripting file that downloads and launches the final payload BKDR_PRESHIN.JTT.	2	use
99	We have observed the group to use the following RAT malware: Gh0st RAT (aka Moudoor) Poison Ivy (aka Darkmoon) HydraQ (aka 9002 RAT aka McRAT aka Naid) Hikit (aka Matrix RAT aka Gaolmay) [E11:malware] Zxshell [E12:malware] (aka [E21:malware] Sensode [E22:malware]) DeputyDog (aka Fexel) -- Using the kumanichi and moon campaign codes Derusbi PlugX (aka Destroy RAT aka Thoper aka Sogu) HydraQ and Hikit, according to our data are unique to Group 72 and to two other threat actor groups.	4	same
100	The Sednit group — also known as [E11:attacker] Strontium [E12:attacker], [E21:attacker] APT28 [E22:attacker], Fancy Bear or Sofacy — is a group of attackers operating since 2004, if not earlier, and whose main objective is to steal confidential information from specific targets.	4	same
101	Then, in March 2017, Kaspersky Lab researchers discovered a new sample of the Penguin [E11:attacker] Turla [E12:attacker] [E21:technique] backdoor [E22:technique] submitted from a system in Germany.	2	use
102	1229 Kaspersky Lab has identified another Chinese APT campaign, dubbed ‘[E11:attacker] Icefog [E12:attacker]’, who targeted Governmental institutions, Military contractors, maritime / shipbuilding groups, telecom operators, [E21:industry] industrial [E22:industry] and high technology companies and mass media.	1	attack
103	Key findings on the [E11:malware] NetTraveler [E12:malware] attacks: The highest number of infections was located in Mongolia, followed by India and [E21:location] Russia [E22:location].	1	attack
104	It is designed to be a “safe, concurrent, practical language.” “Rust is a systems programming language that runs blazingly fast, prevents segfaults, and guarantees thread safety. ” “Unlike the majority of its counterparts, [E11:malware] Linux.BackDoor.Irc.16 [E12:malware] is written in [E21:tool] Rust [E22:tool], a programming language whose creation was sponsored by Mozilla Research. ” reported Dr.	2	use
105	In case of [E11:attacker] Icefog [E12:attacker], there are certain characteristic traits that set it apart: Focus almost exclusively on South Korea and [E21:location] Japan [E22:location] targets.	1	attack
106	[E21:malware] Xtunnel [E22:malware] is still used by the [E11:attacker] Sednit [E12:attacker] group.	2	use
107	The other two vulnerabilities were published after 12 (CVE-2013-1347, utilized by PoisonIvy) and 56 days ([E21:vulnerability] CVE-2017-0199 [E22:vulnerability], utilized by [E11:malware] ZeroT [E12:malware], also see section above).	2	use
108	Only in a second phase has [E11:attacker] Dragonfly [E12:attacker] focused its efforts on US and European [E21:industry] energy [E22:industry] firms in early 2013.	1	attack
109	Some of the domains found in LoJax samples have been seen before: they were used in late 2017 as C&C domains for the notorious [E11:attacker] Sednit [E12:attacker] first-stage backdoor, [E21:malware] SedUploader [E22:malware].	2	use
110	In its affidavit for sink-holing the C2, the FBI suggests that [E11:attacker] Sofacy [E12:attacker] (aka APT28, Pawn Storm, [E21:attacker] Sednit [E22:attacker], STRONTIUM, and Tsar Team) is the culprit.	4	same
111	On August 30, 2018, [E11:attacker] APT10 [E12:attacker] deployed their first modified version of [E21:malware] Trochilus [E22:malware] that had its C2 communications encrypted using Salsa20 and RC4 ciphers instead of the more common RC4-encrypted Trochilus variant seen in the wild.	2	use
112	There appears to be several links between [E11:attacker] Turla [E12:attacker] and [E21:malware] Miniduke [E22:malware], but we will leave that for a future blogpost.	2	use
113	In this blog post we provide additional information linking [E11:attacker] TEMP.Veles [E12:attacker] and their activity surrounding the [E21:malware] TRITON [E22:malware] intrusion to a Russian government-owned research institute.	2	use
114	[E11:attacker] APT28 [E12:attacker], associated by many with [E21:location] Russian [E22:location] military intelligence (GRU), has 22 known exploited vulnerabilities in its toolkit.	3	from
115	The payload discovered communicating to servicecdp[.]com in June was then linked to other [E11:attacker] Sofacy [E12:attacker] group attacks in that time frame using the same Microsoft Word DLL [E21:technique] side-loading [E22:technique] technique.	2	use
116	But msnMM, naikon, sakto, and [E21:malware] rarstone [E22:malware] backdoors are all used by the same actor that we call the [E11:attacker] Naikon [E12:attacker] APT.	2	use
117	We attribute this campaign to the Chinese-speaking threat actor, LuckyMouse (aka [E11:attacker] EmissaryPanda [E12:attacker] and [E21:attacker] APT27 [E22:attacker]) because of the tools and tactics used in the campaign, because the C2 domain – ‘update.iaacstudio[.]com’ – was previously used by this group and because they have previously targeted government organizations, including Central Asian ones.	4	same
118	This [E11:attacker] group [E12:attacker] was the first to exploit the [E21:vulnerability] CVE-2015-2545 [E22:vulnerability] vulnerability.	2	use
119	An interesting case is the use of [E21:vulnerability] CVE-2013-3918 [E22:vulnerability], which was originally used by the APTgroup behind the 2009 [E11:attacker] Aurora [E12:attacker] attack.	2	use
120	Some well known examples of Chinese cyber-espionage events are Titan Rain and the [E11:attacker] GhostNet [E12:attacker] network, which compromised computer systems in Tibet, [E21:location] Taiwan [E22:location] and several other countries.	1	attack
121	The group was even associated with the [E11:malware] WannaCry [E12:malware] ransomware menace that last year shut down hospitals and [E21:industry] businesses [E22:industry] worldwide.	1	attack
122	Communication and C&C The [E21:technique] C&C [E22:technique] mechanism implemented in [E11:malware] Regin [E12:malware] is extremely sophisticated and relies on communication drones deployed by the attackers throughout the victim networks.	2	use
123	From February to September 2016, [E11:attacker] WhiteBear [E12:attacker] activity was narrowly focused on [E21:industry] embassies [E22:industry] and consular operations around the world.	1	attack
