42	This indictment attributed the intrusions to [E11:attacker] APT10 [E12:attacker], a group that had been conducting the malicious activities for over a decade on behalf of the MSS, [E21:location] China [E22:location]’s civilian human intelligence agency.	3	from
43	0149 Technical Appendix with IOCs Executive Summary Over the last 10 months, Kaspersky Lab researchers have analyzed a massive cyber-espionage operation which we call “[E21:malware] Epic [E22:malware] [E11:attacker] Turla [E12:attacker]”.	2	use
44	[E11:malware] Stuxnet [E12:malware]’s apparent intended target was [E21:location] Iran [E22:location]’s Natanz nuclear plant, where it ruined one-fifth of Iranian’s nuclear centrifuge.	1	attack
45	TEMP.Periscope was suspected of hacking [E11:industry] maritime [E12:industry] organizations related to the South [E21:location] China [E22:location] Sea.	3	from
46	In particular, the [E11:attacker] group [E12:attacker] used their malware to attack companies, financial institutions, radio and television. Use of exploits for [E21:vulnerability] 0-day [E22:vulnerability] vulnerabilities was also recorded.	2	use
47	[E11:malware] KopiLuwak [E12:malware] In November 2016, Kaspersky Lab observed a new round of weaponized macro documents that dropped a new, heavily obfuscated Javascript payload that we named [E21:malware] KopiLuwak [E22:malware] (one of the rarest and most expensive types of coffee in the world).	0	other
48	In line with this approach, we will present more on this [E11:malware] Zebrocy [E12:malware] innovation and activity playing out at SAS 2019 in [E21:location] Singapore [E22:location].	1	attack
49	However, we later observed more activity by the [E11:malware] OlympicDestroyer [E12:malware] subset in [E21:location] Europe [E22:location] and Ukraine, and it was then that we decided to treat it as the entity we call Hades.	1	attack
50	During the past few months, [E11:attacker] APT34 [E12:attacker] has been able to quickly incorporate exploits for at least two publicly vulnerabilities (CVE-2017-0199 and [E21:vulnerability] CVE-2017-11882 [E22:vulnerability]) to target organizations in the Middle East.	2	use
51	Major airlines, airports and other transportation companies were also targeted, as were telecommunications operators, defense companies, technology providers, government agencies and educational institutions storing vital research. “During intense intelligence gathering over the last 24 months, we observed the technical capabilities of the Operation [E11:attacker] Cleaver [E12:attacker] team rapidly evolve faster than any previously observed [E21:location] Iranian [E22:location] effort.	3	from
52	We also determined [E11:attacker] APT33 [E12:attacker] likely transitioned from PowerShell [E21:tool] EMPIRE [E22:tool] to PUPYRAT during this timeframe.	2	use
53	The US intelligence also believes the group is linked to the Kremlin, according to the JAR report published by the US Department of Homeland Security, [E11:attacker] Dragonfly [E12:attacker] was [E21:location] Russian [E22:location] APT actor working for the Government.	3	from
54	This distribution differed from the original [E11:malware] Mirai [E12:malware] [E21:technique] botnet [E22:technique], where Brazil was the only country that appeared in the top five botnet client lists for both botnets.	2	use
55	Although these points do not definitively tie WATERSPOUT to APT12, they do indicate a possible connection between the WATERSPOUT campaign, the [E21:malware] THREEBYTE [E22:malware] campaign, and the HIGHTIDE campaign attributed to [E11:attacker] APT12 [E12:attacker].	2	use
56	Another backdoor called SBD (Shadowinteger's Backdoor) which uses open source tools like [E21:tool] netcat [E22:tool] is included in the [E11:malware] malware [E12:malware].	2	use
57	The malicious document – Hotel_Reservation_Form.doc (MD5: 9b10685b774a783eabfecdb6119a8aa3), as seen in Figure 1 – contains a macro that base64 decodes a dropper that then deploys [E11:attacker] APT28 [E12:attacker]’s signature [E21:malware] GAMEFISH [E22:malware] malware (MD5: 1421419d1be31f1f9ea60e8ed87277db), which uses mvband.net and mvtband.net as command and control (C2) domains.	2	use
58	According to Kaspersky Security Network, some [E11:attacker] Danti [E12:attacker] Trojans have also been detected in [E21:location] Kazakhstan [E22:location], Kyrgyzstan, Uzbekistan, Myanmar, Nepal and the Philippines.	1	attack
59	In most cases, the [E11:attacker] Icefog [E12:attacker] operators appear to already know very well what they need from the victims. They look for specific file names, which are identified and transferred to the [E21:technique] C&C [E22:technique].	2	use
60	Sofacy has been heavily interested in military and foreign affairs organizations here, resulting in multiple overlapped and competing targeting scenarios: Mosquito Turla and Zebrocy clusters – Zebrocy clusters targeting diplomatic and commercial organizations within Europe and Asia that match Mosquito targeting profiling SPLM overlap with traditional Turla – often [E11:attacker] Turla [E12:attacker] precedes [E21:malware] SPLM [E22:malware] deployments SPLM overlap with Zebrocy – Zebrocy often precedes SPLM deployments SPLM overlap with Danti Currently, Sofacy targets large air-defense related commercial organizations in China with SPLM, and moves Zebrocy focus across Armenia, Turkey, Kazahkstan, Tajikistan, Afghanistan, Mongolia, China, and Japan.	2	use
61	Izmeneniya v prikaz PK.doc’ Zebrocy decoy document translation: ‘Changes to order, Republic of Kazakhstan’ The two C2 servers discussed above were actively used by Zebrocy and GreyEnergy almost at the same time: 193.23.181[.]151 was used by [E11:malware] GreyEnergy [E12:malware] and [E21:malware] Zebrocy [E22:malware] in June 2018 185.217.0[.]124 was used by GreyEnergy between May and June 2018 and by Zebrocy in June 2018 Conclusions The GreyEnergy/BlackEnergy actor is an advanced group that possesses extensive knowledge on penetrating into their victim´s networks and exploiting any vulnerabilities it finds.	0	other
62	Because the injection source remains unidentified on such a unique system, we might speculate on what is going on here: Sofacy attackers had recorded a previous Grey Lambert remote session and replayed the communication after discovering this host, essentially compromising the Grey Lambert module on the system to gain access and later injecting SPLM modules Grey Lambert attackers inserted false flag and reduced SPLM modules a new and unrecognized, full variant of [E11:malware] SPLM [E12:malware] attempted to inject module code into memory and deleted itself an unknown new [E21:tool] powershell [E22:tool] script or legitimate but vulnerable web app was exploited to load and execute this unusual SPLM code In all likelihood, the last option is accurate.	2	use
63	Turla APT [E11:attacker] Turla [E12:attacker] is the name of a Russian cyber espionage ATP group (also known as Waterbug, Venomous Bear, and [E21:attacker] KRYPTON [E22:attacker]) that has been active since at least 2007 targeting government organizations and private businesses.	4	same
64	For example, the experts mentioned a malicious code dubbed Fanny, which was used by the [E11:attacker] Equation [E12:attacker] Group in 2008 when it exploited two [E21:vulnerability] zero-days [E22:vulnerability], later introduced into the Stuxnet variants detected in June 2009 and March 2010.	2	use
65	[E11:attacker] APT28 [E12:attacker], also known as Sofacy, is a [E21:location] Russian [E22:location] cyber-criminal group known to target high-profile government, military and security organizations using sophisticated tools and capabilities.	3	from
66	[E11:attacker] SVCMONDR [E12:attacker] used spear-phishing messages to hit targets in [E21:location] Taiwan [E22:location] with exploits that hint at a connection to the Danti group as well as APT 16, what is thought to be a separate APT gang.	1	attack
67	The goal of the attacks doesn’t appear to have been immediate financial gain; rather the [E11:attacker] Platinum [E12:attacker] APT group is up to a broader economic espionage campaign using stolen information. The group has been targeting countries in South and Southeast Asia since at least 2009, with Malaysia being its biggest victim, following [E21:location] Indonesia [E22:location], China, and India.	1	attack
68	Perhaps open source offensive malware will become much more present in [E11:malware] Mosquito [E12:malware] and Carbon attacks as we see more meterpreter and injector code, and more uniquely innovative complex malware will continue to be distributed with [E21:malware] KopiLuwak [E22:malware] and a possible return of WhiteBear.	0	other
69	[E11:attacker] APT39 [E12:attacker] frequently registers and leverages domains that masquerade as legitimate web services and organizations that are relevant to the intended target. Furthermore, this group has routinely identified and exploited vulnerable web servers of targeted organizations to install web shells, such as [E21:malware] ANTAK [E22:malware] and ASPXSPY, and used stolen legitimate credentials to compromise externally facing Outlook Web Access (OWA) resources.	2	use
70	Like previous [E11:attacker] Dragonfly [E12:attacker] campaigns, the hackers are using malicious email (containing very specific content related to the energy sector) attachments, watering hole attacks, and Trojanized software as an initial attack vector to gain access to a victim's network. The group is using a toolkit called [E21:tool] Phishery [E22:tool] (available on GitHub) to perform email-based attacks that host template injection attack to steal victim's credentials.	2	use
71	[E11:attacker] APT10 [E12:attacker] was especially active against [E21:location] Japanese [E22:location] victims, with new iterations of its malware, as was OceanLotus, which actively deployed watering holes targeting high-profile victims in South Asia with a new custom stager.	1	attack
72	Breakdown of Top 10 targets by country The military, [E11:industry] media [E12:industry], government, and political figures in [E21:location] Ukraine [E22:location] were all targeted almost equally, with those four categories accounting for approximately two-thirds of all targets in the country: Figure 3.	3	from
73	Another powerful tool in the arsenal of the [E11:attacker] Equation [E12:attacker] Group is [E21:malware] GRAYFISH [E22:malware], considered by experts to be the most sophisticated attack platform of the hacking crew.	2	use
74	Reporting on [E21:malware] SPLM [E22:malware]/XAgent certainly has followed this course in 2018 as SPLM/XAgent detections wind down globally, as has [E11:attacker] Sofacy [E12:attacker]’s use of this malware from our perspective.	2	use
75	[E11:attacker] Sofacy [E12:attacker] uses spear-phishing and [E21:technique] watering-hole [E22:technique] attacks to steal information, including account credentials, sensitive communications and documents.	2	use
76	The toolkit has three main components, made up of two spying backdoors (SEDRECO and [E11:malware] XAGENT [E12:malware]), and a network tool named [E21:malware] XTUNNEL [E22:malware].	0	other
77	The technique is similar to the one observed by the experts for the popular Gauss, which shared strong technical similarities with both Stuxnet and Flame, and for this reason was associated with the NSA. “We do not know if the people behind Duqu switched to Gauss at that time but we are quite sure they are related: [E11:malware] Gauss [E12:malware] is related to [E21:malware] Flame [E22:malware], Flame is related to Stuxnet, Stuxnet is related to Duqu.	5	similar
78	Additionally, these decoy documents are hosted on legitimate websites including a government website belonging to the [E21:location] Cambodia [E22:location] [E11:industry] Government [E12:industry] and in at least once case, Facebook.	3	from
79	In previous cyber espionage campaigns, the [E11:attacker] Turla [E12:attacker] hacking group used Carbon and [E21:malware] Kazuar [E22:malware] backdoors as its second-stage malware, which also has many similarities with Gazer, according to research [PDF] published by ESET.	2	use
80	Type “2” [E11:attacker] Icefog [E12:attacker] – which interacts with a [E21:technique] proxy [E22:technique] that redirects commands from the attackers.	2	use
81	[E11:malware] Miniduke [E12:malware] victims were located in the following 23 countries: Belgium, Brazil, Bulgaria, Czech Republic, Georgia, Germany, Hungary, Ireland, Israel, Japan, Latvia, Lebanon, Lithuania, Montenegro, Portugal, Romania, Russian Federation, [E21:location] Slovenia [E22:location], Spain, Turkey, Ukraine, United Kingdom and United States.	1	attack
82	Overview Targeted attacks and malware campaigns Monkey business Recently we published our analysis of CozyDuke, yet another cyber-espionage APT from the ‘[E21:malware] Duke [E22:malware]’ family – which also includes [E11:malware] MiniDuke [E12:malware], CosmicDuke and OnionDuke.	5	similar
83	Our recent telemetry, however, indicates that variants of [E11:malware] Daserf [E12:malware] were not only used to spy on and steal from [E21:location] Japanese [E22:location] and South Korean targets, but also against Russian, Singaporean, and Chinese enterprises.	1	attack
84	Agent.btz: a global epidemic or a targeted attack? The story of [E11:malware] Agent.btz [E12:malware] began back in 2007 and was extensively covered by the mass media in late 2008 when it was used to infect [E21:location] US [E22:location] military networks.	1	attack
85	Of note, Advanced Practices separately established that [E11:attacker] APT33 [E12:attacker] began using [E21:tool] POSHC2 [E22:tool] as of at least July 2, 2018, and continued to use it throughout the duration of 2018.	2	use
86	0160 Recently, Palo Alto Networks Unit 42 reported on a new exploitation platform that we called “[E21:malware] DealersChoice [E22:malware]” in use by the [E11:attacker] Sofacy [E12:attacker] group (AKA APT28, Fancy Bear, STRONTIUM, Pawn Storm, Sednit).	2	use
87	MuddyWater attacks are characterized by the use of a slowly evolving PowerShell-based first stage [E21:technique] backdoor [E22:technique] we call “[E11:malware] POWERSTATS [E12:malware]”.	2	use
88	In April, we notified customers of two new experimental [E21:tool] macro [E22:tool] techniques utilized by [E11:attacker] Sofacy [E12:attacker].	2	use
89	While Mandiant's APT1 report seems to have affected APT1 operations, [E11:attacker] APT1 [E12:attacker] is still active using a well-coordinated and well-defined attack methodology against a wide set of industries -- with a discernible post-report shift towards new tools and [E21:industry] infrastructure [E22:industry].	1	attack
90	[E11:attacker] CozyDuke [E12:attacker] (also known as ‘CozyBear’, ‘CozyCar’ and ‘Office Monkeys’) targets [E21:industry] government [E22:industry] organisations and businesses in the US, Germany, South Korea and Uzbekistan.	1	attack
91	You can find our main report and follow-up report on our web site One of the many modules developed by the #Equation group modifies the firmware of hard drives #KLReportTweet While researching Naikon, we also uncovered the activities of the [E11:attacker] Hellsing [E12:attacker] APT group. This group focused mainly on government and diplomatic organisations in [E21:location] Asia [E22:location]: most victims are located in Malaysia and the Philippines, although we have also seen victims in India, Indonesia and the US.	1	attack
92	Dragonfly 2.0 majorly targeting the critical [E11:industry] energy [E12:industry] sectors in the [E21:location] U.S. [E22:location], Turkey, and Switzerland.	3	from
93	The [E11:attacker] Sednit [E12:attacker] gang, also known as [E21:attacker] APT28 [E22:attacker], Fancy Bear, Pawn Storm and Sofacy, are highly experienced, and have been engaged in criminal activity since at least 2004.	4	same
94	The [E11:malware] Zebrocy [E12:malware] chain follows a pattern: spearphish attachment -> compiled Autoit script (downloader) -> Zebrocy [E21:technique] payload [E22:technique].	2	use
95	This suggests that due to the January 2017 attack, the targeted organization may have taken actions to counter known [E11:attacker] OilRig [E12:attacker] TTPs, in this case delivering malicious [E21:tool] macro [E22:tool] documents, causing the OilRig operators to adopt a different delivery tactic.	2	use
96	0078 A group of [E21:location] Russian [E22:location] hackers, most notably the [E11:attacker] Turla [E12:attacker] APT (Advanced Persistent Threat) is hijacking commercial satellites to hide command-and-control operations, a security firm said today.	3	from
97	So, what is notable about the attacks perpetrated by the Sednit group? Stealing webmail account credentials A common technique used by the [E11:attacker] Sednit [E12:attacker] group when targeting an organization is to attempt to steal users’ webmail credentials. Targeted [E21:technique] phishing [E22:technique] emails, for instance, are sent to targets linking to fake login pages where users are tricked into entering their usernames and passwords.	2	use
98	Both Red October and [E11:malware] Agent.btz [E12:malware] were, in all probability, created by [E21:location] Russian [E22:location]-speaking malware writers.	3	from
99	Indeed, Fox-IT and Group-IB report that the [E11:attacker] Anunak [E12:attacker] gang routinely purchased installations of their banking malware from other cybercriminals who operated massive botnets (collections of hacked PCs). Once inside a financial institution, the criminals typically abused that access to launch even more convincing spear-phishing attacks against other [E21:industry] banks [E22:industry].	1	attack
100	The group was even associated with the [E11:malware] WannaCry [E12:malware] ransomware menace that last year shut down hospitals and [E21:industry] businesses [E22:industry] worldwide.	1	attack
101	Perhaps open source offensive malware will become much more present in [E11:malware] Mosquito [E12:malware] and [E21:malware] Carbon [E22:malware] attacks as we see more meterpreter and injector code, and more uniquely innovative complex malware will continue to be distributed with KopiLuwak and a possible return of WhiteBear.	0	other
102	Through the years we’ve spent tracking of the [E11:attacker] Sednit [E12:attacker] group, we have released many reports on its activities, ranging from zero-day usage to custom malware it has developed, such as [E21:malware] Zebrocy [E22:malware].	2	use
103	At one point in late-August, after the POSHC2 kill date, the adversary used [E21:tool] RULER.HOMEPAGE [E22:tool] to directly download [E11:malware] POWERTON [E12:malware], bypassing the intermediary stages previously observed.	2	use
104	When combined with email tracking software, [E11:attacker] APT32 [E12:attacker] was able to closely track [E21:technique] phishing [E22:technique] delivery, success rate, and conduct further analysis about victim organizations while monitoring the interest of security firms.	0	other
105	This targeting is also consistent with previous attacker TTPs; [E11:attacker] Ke3chang [E12:attacker] historically targeted the Ministry of Affairs, and also conducted several prior campaigns against [E21:location] India [E22:location].	1	attack
106	We have covered recent FIN7 activity in previous public blog posts: FIN7 Spear Phishing Campaign Targets Personnel Involved in SEC Filings [E11:attacker] FIN7 [E12:attacker] Evolution and the [E21:technique] Phishing [E22:technique] LNK To SDB, Or Not To SDB: FIN7 Leveraging Shim Databases for Persistence The FireEye iSIGHT Intelligence MySIGHT Portal contains additional information on our investigations and observations into FIN7 activity.	2	use
107	Researchers theorize a PowerShell script or legitimate but vulnerable web [E21:tool] app [E22:tool] was exploited to load and execute the [E11:malware] SPLM [E12:malware] code.	2	use
108	Continued [E11:attacker] WhiteBear [E12:attacker] activity later shifted to include [E21:industry] defense [E22:industry]-related organizations into June 2017.	1	attack
109	However, in a few cases, [E11:attacker] APT33 [E12:attacker] operators left in the default values of the shell’s [E21:technique] phishing [E22:technique] module.	2	use
110	[E11:malware] BUGJUICE [E12:malware] defaults to TCP using a custom binary protocol to communicate with the C2, but can also use [E21:tool] HTTP [E22:tool] and HTTPs if directed by the C2.	2	use
111	[E11:malware] Stuxnet [E12:malware] is widely believed to have been created by the US and Israel to attack Iran’s [E21:industry] nuclear [E22:industry] facilities.	1	attack
112	The second, a privilege escalation vulnerability in Windows XP and Windows Server 2003 ([E21:vulnerability] CVE-2013-5065 [E22:vulnerability]), provides the [E11:malware] Epic [E12:malware] Turla backdoor with administrator rights on the victim’s computer.	2	use
113	[E21:vulnerability] CVE-2017-0199 [E22:vulnerability] is a Microsoft Office vulnerability that was first identified on April 11, 2017. In the succeeding months, this vulnerability was successfully exploited by North Korean state-sponsored actors in the global WannaCry attack, the unknown actors responsible for NotPetya, and the criminal group behind [E11:malware] Dridex [E12:malware].	2	use
114	There has since been a flurry of reporting on [E11:attacker] TEMP.Periscope [E12:attacker] activity in 2018, with campaigns against American and European maritime engineering companies and the [E21:location] Cambodian [E22:location] government.	1	attack
115	ThreeDollars Document Analysis The samples of [E11:malware] ThreeDollars [E12:malware] we collected in these attacks are structurally very similar to the first sample we analyzed in October 2017, down to the lure image used to trick the recipient into clicking the “Enable Content” button to execute the malicious [E21:tool] macro [E22:tool].	2	use
